,label,filename,xmin,ymin,xmax,ymax
273,1,1460.jpg,159.0,328.0,267.0,464.0
274,1,1337.jpg,99.0,256.0,182.0,359.0
275,1,1571.jpg,83.0,235.0,174.0,383.0
276,1,1615.jpg,174.0,535.0,338.0,745.0
277,1,1710.jpg,156.0,275.0,287.0,488.0
278,1,8.jpg,203.0,478.0,314.0,619.0
279,1,1322.jpg,138.0,416.0,235.0,538.0
280,1,144.jpg,183.0,429.0,285.0,565.0
281,1,1168.jpg,193.0,578.0,341.0,783.0
282,1,1378.jpg,147.0,300.0,265.0,421.0
283,2,446.jpg,68.0,422.0,206.0,670.0
284,2,1589.jpg,48.0,114.0,114.0,213.0
285,2,7.jpg,31.0,231.0,111.0,345.0
286,1,945.jpg,371.0,522.0,456.0,682.0
287,1,338.jpg,104.0,233.0,185.0,372.0
288,1,765.jpg,541.0,578.0,698.0,829.0
289,1,748.jpg,284.0,138.0,395.0,290.0
290,1,1535.jpg,117.0,327.0,220.0,460.0
291,1,551.jpg,248.0,481.0,385.0,659.0
292,1,911.jpg,253.0,674.0,309.0,770.0
293,1,1357.jpg,115.0,339.0,213.0,480.0
294,1,53.jpg,212.0,321.0,321.0,514.0
295,1,1050.jpg,557.0,579.0,668.0,754.0
296,1,1189.jpg,368.0,203.0,517.0,363.0
297,1,1457.jpg,129.0,236.0,242.0,394.0
298,1,282.jpg,158.0,297.0,340.0,538.0
299,1,145.jpg,361.0,475.0,500.0,666.0
300,1,1059.jpg,283.0,653.0,334.0,713.0
301,1,1219.jpg,306.0,310.0,386.0,449.0
302,2,1082.jpg,186.0,173.0,264.0,291.0
303,2,1169.jpg,332.0,422.0,421.0,567.0
304,1,1418.jpg,88.0,263.0,173.0,365.0
305,2,364.jpg,185.0,242.0,303.0,421.0
306,1,1121.jpg,97.0,450.0,197.0,609.0
307,1,11.jpg,90.0,298.0,179.0,445.0
308,1,1241.jpg,171.0,520.0,225.0,614.0
309,1,674.jpg,135.0,229.0,215.0,353.0
310,2,1149.jpg,191.0,162.0,262.0,250.0
311,1,500.jpg,200.0,391.0,309.0,534.0
312,1,820.jpg,226.0,500.0,299.0,614.0
313,1,1033.jpg,121.0,618.0,181.0,694.0
314,1,637.jpg,156.0,316.0,262.0,500.0
315,2,827.jpg,107.0,428.0,197.0,578.0
316,1,1431.jpg,152.0,330.0,278.0,541.0
317,1,692.jpg,107.0,389.0,220.0,534.0
318,2,1564.jpg,92.0,243.0,197.0,419.0
319,1,54.jpg,181.0,347.0,277.0,466.0
320,1,591.jpg,218.0,364.0,315.0,547.0
321,1,1069.jpg,76.0,360.0,164.0,471.0
322,1,1729.jpg,124.0,371.0,261.0,593.0
323,1,1067.jpg,117.0,306.0,181.0,418.0
324,1,838.jpg,65.0,344.0,166.0,472.0
325,1,1308.jpg,100.0,260.0,210.0,385.0
326,2,1477.jpg,52.0,359.0,180.0,579.0
327,1,552.jpg,222.0,284.0,329.0,456.0
328,1,202.jpg,184.0,373.0,291.0,547.0
329,1,206.jpg,134.0,379.0,248.0,529.0
330,1,1327.jpg,91.0,269.0,173.0,375.0
331,2,328.jpg,76.0,231.0,164.0,347.0
332,1,523.jpg,118.0,363.0,249.0,576.0
333,2,315.jpg,366.0,427.0,477.0,579.0
334,1,1080.jpg,221.0,317.0,265.0,380.0
335,2,571.jpg,550.0,470.0,627.0,602.0
336,1,249.jpg,342.0,492.0,458.0,652.0
337,1,1265.jpg,133.0,409.0,280.0,655.0
338,1,1048.jpg,55.0,442.0,121.0,523.0
339,1,1124.jpg,107.0,278.0,164.0,347.0
340,1,1428.jpg,127.0,314.0,221.0,431.0
341,2,865.jpg,25.0,537.0,214.0,762.0
342,1,394.jpg,175.0,346.0,251.0,450.0
343,1,720.jpg,234.0,267.0,329.0,433.0
344,1,332.jpg,97.0,203.0,154.0,278.0
345,1,1402.jpg,102.0,314.0,202.0,441.0
346,2,1206.jpg,129.0,522.0,224.0,639.0
347,2,396.jpg,97.0,563.0,292.0,989.0
348,1,82.jpg,32.0,337.0,140.0,505.0
349,1,210.jpg,230.0,498.0,369.0,729.0
350,2,1373.jpg,79.0,564.0,175.0,764.0
351,1,728.jpg,138.0,294.0,231.0,413.0
352,1,977.jpg,334.0,860.0,446.0,1041.0
353,1,414.jpg,165.0,436.0,307.0,617.0
354,1,211.jpg,120.0,384.0,233.0,529.0
355,1,1290.jpg,193.0,290.0,345.0,504.0
356,1,955.jpg,215.0,260.0,294.0,357.0
357,1,900.jpg,231.0,484.0,419.0,688.0
358,1,533.jpg,170.0,442.0,294.0,667.0
359,1,898.jpg,105.0,116.0,225.0,315.0
360,1,49.jpg,168.0,324.0,265.0,476.0
361,1,580.jpg,96.0,235.0,211.0,407.0
362,1,1442.jpg,129.0,271.0,278.0,517.0
363,1,989.jpg,22.0,134.0,125.0,303.0
364,1,157.jpg,166.0,314.0,247.0,469.0
365,1,870.jpg,78.0,501.0,189.0,669.0
366,2,1575.jpg,40.0,290.0,138.0,453.0
367,2,477.jpg,127.0,326.0,221.0,475.0
368,2,39.jpg,120.0,264.0,237.0,439.0
369,1,1331.jpg,106.0,290.0,239.0,488.0
370,1,1646.jpg,114.0,380.0,228.0,517.0
371,1,1520.jpg,104.0,191.0,183.0,315.0
372,2,1063.jpg,191.0,249.0,250.0,319.0
373,1,1350.jpg,160.0,406.0,303.0,667.0
374,1,590.jpg,83.0,146.0,124.0,212.0
375,2,240.jpg,334.0,408.0,510.0,685.0
376,1,1510.jpg,162.0,481.0,311.0,682.0
377,1,1282.jpg,168.0,367.0,311.0,549.0
378,1,681.jpg,267.0,298.0,345.0,401.0
379,1,1679.jpg,101.0,310.0,206.0,489.0
380,1,743.jpg,101.0,437.0,171.0,520.0
381,1,1181.jpg,68.0,822.0,115.0,896.0
382,1,1297.jpg,147.0,326.0,258.0,461.0
383,2,950.jpg,68.0,214.0,139.0,300.0
384,1,1715.jpg,113.0,235.0,197.0,389.0
385,1,418.jpg,140.0,352.0,240.0,540.0
386,1,1557.jpg,71.0,235.0,134.0,324.0
387,1,191.jpg,181.0,328.0,258.0,434.0
388,1,1118.jpg,533.0,545.0,603.0,639.0
389,1,355.jpg,153.0,279.0,234.0,419.0
390,1,43.jpg,162.0,440.0,290.0,604.0
391,1,330.jpg,130.0,281.0,211.0,397.0
392,1,918.jpg,208.0,711.0,259.0,794.0
393,1,291.jpg,101.0,311.0,184.0,418.0
394,2,767.jpg,378.0,232.0,423.0,277.0
395,1,416.jpg,112.0,312.0,201.0,428.0
396,1,1369.jpg,94.0,339.0,213.0,475.0
397,1,365.jpg,263.0,384.0,368.0,504.0
398,1,155.jpg,119.0,226.0,190.0,321.0
399,1,302.jpg,85.0,271.0,162.0,370.0
400,1,78.jpg,146.0,339.0,255.0,541.0
401,1,1215.jpg,143.0,609.0,205.0,686.0
402,1,940.jpg,92.0,270.0,190.0,436.0
403,1,331.jpg,243.0,374.0,359.0,588.0
404,1,582.jpg,153.0,196.0,220.0,320.0
405,1,197.jpg,157.0,278.0,234.0,419.0
406,1,687.jpg,172.0,445.0,307.0,669.0
407,2,1210.jpg,39.0,194.0,101.0,302.0
408,1,1678.jpg,44.0,132.0,81.0,182.0
409,1,843.jpg,18.0,136.0,125.0,306.0
410,1,423.jpg,106.0,186.0,160.0,251.0
411,1,1610.jpg,114.0,335.0,224.0,468.0
412,1,1134.jpg,118.0,237.0,172.0,300.0
413,1,520.jpg,184.0,322.0,260.0,424.0
414,2,1229.jpg,54.0,107.0,104.0,187.0
415,1,436.jpg,119.0,297.0,226.0,482.0
416,1,1490.jpg,135.0,410.0,263.0,567.0
417,1,431.jpg,185.0,306.0,270.0,417.0
418,1,786.jpg,102.0,622.0,277.0,831.0
419,2,627.jpg,135.0,294.0,219.0,441.0
420,1,931.jpg,127.0,506.0,257.0,713.0
421,1,556.jpg,224.0,421.0,341.0,579.0
422,2,707.jpg,166.0,547.0,318.0,843.0
423,1,238.jpg,200.0,535.0,343.0,724.0
424,1,1279.jpg,147.0,344.0,275.0,572.0
425,1,1026.jpg,122.0,344.0,262.0,577.0
426,1,638.jpg,117.0,291.0,219.0,457.0
427,1,246.jpg,106.0,141.0,166.0,235.0
428,1,1690.jpg,147.0,361.0,286.0,591.0
429,1,1329.jpg,82.0,188.0,166.0,306.0
430,1,747.jpg,139.0,429.0,189.0,500.0
431,1,67.jpg,171.0,524.0,271.0,655.0
432,1,873.jpg,323.0,341.0,439.0,525.0
433,1,1262.jpg,115.0,469.0,303.0,668.0
434,2,811.jpg,284.0,488.0,461.0,732.0
435,1,1119.jpg,87.0,359.0,201.0,546.0
436,1,421.jpg,83.0,326.0,169.0,432.0
437,1,499.jpg,261.0,492.0,395.0,679.0
438,1,412.jpg,157.0,321.0,266.0,490.0
439,1,1693.jpg,124.0,278.0,216.0,456.0
440,1,1135.jpg,161.0,624.0,327.0,820.0
441,1,316.jpg,197.0,524.0,324.0,690.0
442,1,1580.jpg,85.0,181.0,145.0,290.0
443,1,1347.jpg,141.0,377.0,273.0,541.0
444,1,1409.jpg,111.0,331.0,214.0,506.0
445,1,459.jpg,174.0,388.0,284.0,580.0
446,1,698.jpg,145.0,266.0,213.0,383.0
447,1,724.jpg,388.0,480.0,493.0,628.0
448,1,475.jpg,249.0,459.0,382.0,684.0
449,2,1158.jpg,125.0,411.0,281.0,692.0
450,2,1171.jpg,59.0,290.0,205.0,487.0
451,1,803.jpg,769.0,326.0,878.0,523.0
452,1,1202.jpg,234.0,426.0,282.0,489.0
453,1,29.jpg,107.0,335.0,211.0,456.0
454,1,538.jpg,505.0,1064.0,617.0,1203.0
455,1,1691.jpg,117.0,335.0,214.0,471.0
456,1,461.jpg,157.0,352.0,267.0,478.0
457,1,1713.jpg,97.0,239.0,165.0,324.0
458,1,169.jpg,133.0,250.0,212.0,399.0
459,1,362.jpg,154.0,335.0,227.0,433.0
460,1,498.jpg,313.0,400.0,440.0,594.0
461,1,577.jpg,306.0,325.0,427.0,503.0
462,1,965.jpg,157.0,642.0,198.0,722.0
463,1,744.jpg,306.0,454.0,446.0,706.0
464,2,1665.jpg,107.0,258.0,197.0,398.0
465,1,1711.jpg,128.0,392.0,246.0,551.0
466,2,622.jpg,259.0,400.0,334.0,543.0
467,1,200.jpg,310.0,336.0,407.0,501.0
468,1,1692.jpg,89.0,240.0,170.0,384.0
469,1,735.jpg,88.0,585.0,242.0,831.0
470,1,958.jpg,212.0,495.0,325.0,627.0
471,1,612.jpg,76.0,192.0,109.0,241.0
472,1,1240.jpg,140.0,106.0,259.0,259.0
473,2,456.jpg,235.0,563.0,463.0,862.0
474,1,1410.jpg,100.0,213.0,173.0,345.0
475,1,495.jpg,419.0,505.0,540.0,655.0
476,1,480.jpg,127.0,210.0,184.0,277.0
477,1,572.jpg,94.0,224.0,200.0,393.0
478,1,996.jpg,225.0,288.0,279.0,354.0
479,2,586.jpg,93.0,446.0,161.0,585.0
480,2,1538.jpg,33.0,187.0,89.0,314.0
481,1,219.jpg,157.0,307.0,232.0,412.0
482,2,194.jpg,88.0,232.0,188.0,351.0
483,1,478.jpg,120.0,377.0,232.0,531.0
484,1,1368.jpg,126.0,247.0,250.0,437.0
485,1,1002.jpg,51.0,468.0,132.0,609.0
486,1,1200.jpg,160.0,576.0,292.0,750.0
487,1,1123.jpg,216.0,266.0,277.0,351.0
488,1,1323.jpg,140.0,481.0,298.0,680.0
489,1,1238.jpg,227.0,373.0,264.0,417.0
490,1,729.jpg,110.0,449.0,168.0,523.0
491,1,1458.jpg,111.0,339.0,219.0,470.0
492,1,1087.jpg,235.0,476.0,355.0,633.0
493,1,251.jpg,152.0,225.0,228.0,359.0
494,1,524.jpg,171.0,335.0,268.0,519.0
495,1,216.jpg,203.0,232.0,354.0,466.0
496,1,753.jpg,154.0,259.0,200.0,327.0
497,1,1039.jpg,264.0,426.0,366.0,551.0
498,1,1298.jpg,90.0,335.0,187.0,459.0
499,1,1655.jpg,138.0,383.0,278.0,617.0
500,1,710.jpg,145.0,329.0,270.0,503.0
501,1,1314.jpg,84.0,197.0,167.0,328.0
502,1,261.jpg,179.0,421.0,284.0,550.0
503,1,517.jpg,73.0,233.0,149.0,372.0
504,1,1379.jpg,155.0,367.0,271.0,588.0
505,1,1319.jpg,47.0,133.0,83.0,181.0
506,1,507.jpg,110.0,308.0,215.0,474.0
507,2,660.jpg,59.0,140.0,133.0,254.0
508,1,1317.jpg,92.0,191.0,164.0,314.0
509,1,1683.jpg,75.0,245.0,156.0,349.0
510,1,670.jpg,109.0,230.0,183.0,353.0
511,1,730.jpg,79.0,429.0,178.0,592.0
512,1,1116.jpg,219.0,684.0,304.0,796.0
513,1,112.jpg,156.0,235.0,234.0,328.0
514,1,99.jpg,89.0,299.0,208.0,437.0
515,2,888.jpg,287.0,233.0,371.0,367.0
516,1,1092.jpg,506.0,283.0,603.0,444.0
517,1,1208.jpg,178.0,188.0,293.0,330.0
518,2,439.jpg,407.0,441.0,549.0,680.0
519,2,89.jpg,49.0,141.0,119.0,245.0
520,1,1687.jpg,90.0,252.0,184.0,408.0
521,2,1534.jpg,121.0,377.0,228.0,547.0
522,1,1576.jpg,105.0,331.0,212.0,471.0
523,1,948.jpg,157.0,355.0,211.0,422.0
524,1,857.jpg,703.0,576.0,847.0,806.0
525,1,837.jpg,182.0,593.0,235.0,660.0
526,1,742.jpg,78.0,474.0,148.0,572.0
